code,lib,inscrits,abstentions,votants,blancs,nuls,exprimes,LFI,REN,PSPP,RN,EELV,LR,REC,UPR,PARTI_ANIMAL,ECO_AU_CENTRE,ALLIANCE_RURAL,PCF,PATRIOTES,EUROPE_TERRITOIRES_ECOLOGIES,EQUINOXE,LO,ECO_POSI_ET_TERRITOIRE,42,NPA,DEFENDRE_LES_ENFANTS,ESPERANTO,FORTERESSE_EUROPE,43,FRANCE_LIBRE,10,PARTI_PIRATE,40,PARTI_DES_TRAVAILLEURS,PAIX_ET_DECROISSANCE,POUR_UNE-HUMANITE_SOUVERAINE,41,PARTI_CITOYENS_EUROPEENS,NOUVELLE_DONNE,ASSOCIATION_NATIONALE_DES_COMMUNISTES,45
59480,Quérénaing,669,278,391,10,6,375,8,49,37,161,7,21,30,9,9,9,7,19,3,,3,2,,,,,,,,,,,,,,,,,1,,
59500,Ribécourt-la-Tour,299,121,178,1,2,175,3,22,9,89,1,8,15,,6,5,9,6,1,,1,,,,,,,,,,,,,,,,,,,,
59536,Sainte-Marie-Cappel,737,277,460,10,7,443,14,98,62,138,31,40,20,1,7,7,11,8,2,1,,,1,,,,,2,,,,,,,,,,,,,
59539,Saint-Pierre-Brouck,767,321,446,12,5,429,12,45,16,172,5,23,18,5,12,5,99,8,4,,1,2,,,,,,,,,,,,,,,,,2,,
59550,Salomé,2395,1185,1210,14,12,1184,62,115,111,607,56,44,51,4,31,10,18,43,8,,,14,6,,1,,,2,,,,,,,,,1,,,,
59578,Steenbecque,1306,542,764,20,12,732,35,139,62,303,25,39,36,6,20,4,32,12,13,1,1,2,2,,,,,,,,,,,,,,,,,,
59585,Templemars,2812,1216,1596,29,20,1547,137,281,190,497,95,86,71,17,38,34,17,43,13,3,2,4,9,,1,1,2,,,,,,,,,,4,,2,,
59591,Thivencelle,573,285,288,5,7,276,4,21,16,180,2,15,12,1,5,2,5,5,2,,,3,1,,,,,,,,,,,,,,,2,,,
59656,Wervicq-Sud,3733,1859,1874,17,24,1833,136,320,123,699,90,144,114,10,59,23,27,45,7,,10,9,5,,7,,1,,,1,,1,,,,,,1,,1,
59016,Armbouts-Cappel,1864,826,1038,28,8,1002,59,141,74,470,18,54,41,11,29,17,36,21,3,2,1,4,6,3,1,1,,8,,,,,,,,,1,,,1,
59029,Auchy-lez-Orchies,1136,461,675,9,8,658,30,110,59,231,37,78,27,4,8,19,27,14,3,3,3,2,2,,,,,,,,,1,,,,,,,,,
59071,Bersée,1977,827,1150,12,12,1126,58,226,122,374,60,112,45,8,29,16,24,25,11,,5,,6,,1,,,,,1,,,,,2,,1,,,,
59075,Béthencourt,557,254,303,6,9,288,7,42,13,150,1,7,12,3,11,8,11,7,3,,1,3,,,,1,,,,,8,,,,,,,,,,
59078,Beugnies,435,203,232,0,2,230,6,30,24,109,3,15,15,,6,,7,8,1,1,,2,,,,1,1,,,,,,,,,,1,,,,
59116,Bry,280,105,175,0,2,173,5,27,19,72,9,10,6,,6,5,6,5,,,,,2,,,,,,,,,,,,,,,1,,,
59125,Cantaing-sur-Escaut,316,130,186,3,1,182,5,24,7,96,2,16,10,1,7,3,5,2,,,,1,3,,,,,,,,,,,,,,,,,,
59126,Cantin,1236,528,708,9,3,696,40,70,41,359,25,35,37,4,10,12,22,17,6,1,1,5,3,1,,,,7,,,,,,,,,,,,,
59129,Cappelle-en-Pévèle,1822,729,1093,17,13,1063,49,204,111,333,81,80,47,8,27,34,24,25,6,2,5,9,9,,3,,2,,,,,,,,,,1,,3,,
59130,Cappelle-Brouck,967,441,526,9,13,504,24,36,33,264,10,31,21,5,17,3,34,11,2,1,1,7,4,,,,,,,,,,,,,,,,,,
59135,Cassel,1750,746,1004,15,15,974,46,166,99,328,53,78,72,12,23,10,38,17,3,2,6,5,11,,1,,1,,,,,,,,,,2,1,,,
59153,Condé-sur-l'Escaut,5749,3421,2328,58,0,2270,378,166,107,1077,40,82,124,28,58,11,22,79,19,7,4,7,4,23,1,2,,1,1,1,1,3,1,2,1,2,4,6,3,1,1
59174,Dimechaux,262,122,140,0,3,137,5,17,13,70,10,9,5,1,1,1,1,2,,1,,,1,,,,,,,,,,,,,,,,,,
59177,Dompierre-sur-Helpe,601,285,316,5,4,307,10,32,21,155,4,22,13,6,4,8,12,16,1,,,3,,,,,,,,,,,,,,,,,,,
59178,Douai,26381,14465,11916,150,135,11631,1726,1491,1189,4159,546,659,584,114,269,151,106,276,105,29,30,53,57,6,33,2,10,,,1,1,8,,3,,,7,5,8,,1
59179,Douchy-les-Mines,7139,3838,3301,37,32,3232,455,190,151,1656,39,66,115,12,64,23,22,331,21,6,3,28,12,19,7,1,3,,,,,1,,,1,,2,2,2,,
59212,Estaires,5234,2683,2551,42,34,2475,107,341,200,1235,54,157,109,9,70,34,35,56,21,2,5,17,13,,2,,,,,,,,,,,,1,3,4,,
59218,Étrœungt,915,444,471,12,13,446,15,65,19,233,7,35,24,3,13,4,13,4,2,1,,2,4,,1,,1,,,,,,,,,,,,,,
59234,Flers-en-Escrebieux,3667,1798,1869,27,26,1816,247,138,98,975,39,71,61,28,47,9,27,49,11,,,9,6,,,,1,,,,,,,,,,,,,,
59238,Flines-lès-Mortagne,1280,705,575,4,5,566,21,69,36,258,19,17,25,4,24,4,12,67,3,,2,,2,,,,,,,,,,,,,,,,1,,
59244,Fontaine-Notre-Dame,1338,576,762,12,17,733,19,95,50,384,25,61,40,4,15,6,12,11,5,1,1,4,,,,,,,,,,,,,,,,,,,
59288,Haulchin,1674,811,863,16,8,839,54,77,49,476,8,37,40,10,18,10,9,35,4,1,1,5,3,,,,,,,,,,,,,,1,,1,,
59289,Haussy,1159,554,605,19,5,581,18,81,35,308,12,26,16,1,23,8,16,20,4,2,2,5,3,,1,,,,,,,,,,,,,,,,
59293,Haverskerque,1054,455,599,11,11,577,20,79,60,253,14,34,20,1,19,2,43,18,8,,,3,3,,,,,,,,,,,,,,,,,,
59299,Hem,14027,6841,7186,63,68,7055,1413,1316,709,1509,382,742,314,58,124,113,79,105,50,12,36,23,43,,11,,,,,1,,3,,,,,6,3,2,,1
59317,Houplines,5921,3182,2739,30,37,2672,231,327,296,1073,102,134,115,18,86,47,43,121,23,12,5,20,9,,2,,,,,,,,,,,,2,1,5,,
59326,Killem,799,332,467,8,10,449,16,48,32,215,8,30,27,1,20,1,30,7,7,1,,1,2,,1,,,,,,,,,,,,,,2,,
59390,Masny,2996,1684,1312,19,23,1270,117,100,59,662,25,42,55,8,32,9,11,108,9,1,2,17,3,,6,,1,,,,,,,,,,1,1,1,,
59391,Mastaing,679,275,404,5,4,395,19,43,24,214,6,13,19,1,9,3,11,22,6,,,2,1,,,,,,,,,1,,,,,,1,,,
59419,Mouchin,971,305,666,9,10,647,23,143,51,208,30,82,29,7,13,14,12,23,4,2,,1,3,,,,,,,,,,,,,,,,2,,
59476,Proville,2741,1296,1445,23,16,1406,56,224,129,601,33,147,95,3,25,14,14,25,10,1,1,14,5,3,1,,2,,,,,,,1,,,,,1,1,
59488,Raillencourt-Sainte-Olle,1685,735,950,8,6,936,30,159,72,451,11,54,69,12,29,7,8,13,8,,4,7,1,,,,,,,,,,,,,,1,,,,
59489,Raimbeaucourt,3064,1424,1640,25,29,1586,83,196,128,724,46,91,96,5,40,31,49,56,15,2,3,11,6,,,,,,,1,,,,,1,,,,1,1,
59524,Sainghin-en-Weppes,4296,1908,2388,23,24,2341,132,385,281,895,140,149,79,10,71,50,35,65,9,5,9,10,10,,,1,,,,,,,,,,,4,,1,,
59541,Saint-Python,795,372,423,9,10,404,23,32,32,246,2,19,13,3,13,4,3,8,4,,1,1,,,,,,,,,,,,,,,,,,,
59553,Santes,4774,2066,2708,39,27,2642,124,521,324,846,159,200,144,12,79,54,40,63,26,5,4,7,9,,7,,2,,,1,8,2,,,,,3,1,1,,
59571,Solesmes,3217,1634,1583,28,36,1519,66,185,64,900,16,75,61,12,29,9,36,36,11,1,1,10,2,,,,,,,,,,,,,,3,,1,1,
59572,Solre-le-Château,1337,695,642,5,13,624,26,77,28,271,24,50,40,2,24,3,14,9,8,3,6,6,5,,1,,1,7,,,,19,,,,,,,,,
59574,Somain,8841,4789,4052,56,51,3945,301,297,260,2058,95,87,156,31,126,37,39,341,33,7,6,34,12,3,5,1,3,,,1,,1,,,,,1,4,6,,
59577,Staple,538,231,307,10,6,291,6,61,17,119,10,21,11,,4,3,31,6,1,,,,1,,,,,,,,,,,,,,,,,,
59596,Tilloy-lez-Marchiennes,496,192,304,3,8,293,14,52,27,110,14,18,9,1,8,6,9,13,2,1,1,,4,,,,,,,,,,,,,,1,3,,,
59601,Trélon,1882,1081,801,11,15,775,28,73,51,465,6,50,30,6,20,6,11,12,6,1,,5,4,,,,,,,,,,,,,,,,1,,
59312,Honnecourt-sur-Escaut,528,263,265,6,3,256,7,27,11,139,3,9,19,1,5,4,17,5,3,2,,3,1,,,,,,,,,,,,,,,,,,
59012,Anor,2353,1351,1002,9,22,971,95,83,79,458,21,34,45,9,22,22,15,34,7,2,6,9,5,2,4,,1,,,,3,10,3,,,,1,1,,,
59239,Flines-lez-Raches,4554,2188,2366,28,35,2303,98,323,205,973,105,148,134,24,48,28,64,90,17,,10,16,12,,1,,3,,,,,,,,,,1,3,,,
59240,Floursies,110,35,75,3,1,71,1,8,6,34,1,7,4,,,,7,1,,,,2,,,,,,,,,,,,,,,,,,,
59241,Floyon,392,195,197,4,3,190,1,31,14,96,6,8,10,2,2,3,9,3,2,,1,1,,,,,,,,,,,,,,,1,,,,
59242,Fontaine-au-Bois,512,152,360,11,5,344,13,42,17,179,6,20,24,2,3,7,24,4,2,,,,,,,,,,,,,,,,,,1,,,,
59327,Lallaing,4675,2507,2168,30,25,2113,171,139,101,1244,31,82,92,15,54,16,24,95,23,2,1,7,5,,2,,1,,,,,,,,,,1,1,3,3,
59449,Orchies,7099,3448,3651,57,78,3516,167,458,385,1504,151,203,132,25,111,61,53,150,34,6,11,33,11,,9,2,2,,,,,1,,,,,2,2,3,,
59592,Thumeries,3322,1520,1802,29,28,1745,95,246,165,740,74,104,88,13,47,42,38,39,24,2,5,14,3,,1,,,,,,,3,,,,,1,,1,,
59025,Aubers,1521,596,925,14,11,900,20,146,113,288,37,112,54,8,21,10,40,25,5,1,3,3,6,,1,1,,,,,,,1,,1,,,,4,,
59031,Audignies,293,139,154,4,0,150,1,16,8,91,1,7,7,2,4,2,3,8,,,,,,,,,,,,,,,,,,,,,,,
59060,Beaurain,188,81,107,2,1,104,3,11,7,66,,7,2,,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,
59204,Escarmain,388,160,228,3,1,224,7,14,32,129,3,14,8,4,1,1,3,4,,1,,1,2,,,,,,,,,,,,,,,,,,
59267,Gonnelieu,235,100,135,1,4,130,4,12,6,74,2,6,11,,,2,4,6,,,,2,,,1,,,,,,,,,,,,,,,,
59364,Louvil,685,212,473,4,3,466,17,121,73,81,36,50,27,3,11,15,13,10,5,,2,1,,,1,,,,,,,,,,,,,,,,
59552,Sancourt,146,59,87,0,1,86,1,12,3,47,,3,3,,5,2,3,5,2,,,,,,,,,,,,,,,,,,,,,,
59602,Tressin,1129,422,707,11,6,690,31,153,89,165,63,81,22,5,9,17,10,32,3,,2,1,5,,,,1,,,,,1,,,,,,,,,
59606,Valenciennes,25160,12243,12917,114,137,12666,1581,2014,1312,4198,528,793,726,85,325,154,104,448,101,27,30,65,49,4,21,6,3,1,3,4,26,13,7,1,4,,14,5,9,4,
59108,Briastre,489,195,294,7,1,286,24,38,20,145,4,13,7,2,9,1,3,12,1,1,,4,1,,1,,,,,,,,,,,,,,,,
59161,Crèvecœur-sur-l'Escaut,563,258,305,6,5,294,13,34,16,136,9,30,16,2,6,1,12,8,5,,,3,1,,,,,,,,,,,,,,,2,,,
59197,Ennevelin,1900,707,1193,19,17,1157,53,254,158,328,69,127,48,2,28,18,21,20,10,2,9,6,3,,,,1,,,,,,,,,,,,,,
59198,Eppe-Sauvage,186,107,79,3,0,76,6,11,13,25,3,1,2,,6,1,5,,1,,,1,1,,,,,,,,,,,,,,,,,,
59249,Fourmies,8514,5132,3382,46,39,3297,120,378,229,1756,75,161,171,27,105,25,38,117,20,3,4,42,8,,5,,,,,,,1,,4,,,1,4,3,,
59463,Pitgam,711,259,452,16,10,426,16,67,18,199,12,31,11,5,11,4,36,6,3,1,,3,2,,1,,,,,,,,,,,,,,,,
59501,Rieulay,1045,472,573,11,9,553,34,60,59,239,26,25,33,2,16,10,14,20,5,,2,4,2,,,,1,,,,,,,,1,,,,,,
59520,Rumilly-en-Cambrésis,1134,470,664,16,13,635,31,76,44,308,18,24,44,4,18,12,8,35,3,1,1,3,4,,,,,,,,,,,,,,,1,,,
59014,Anzin,8712,5095,3617,41,53,3523,445,249,203,1783,66,74,129,25,88,33,29,303,29,6,1,27,14,,5,,1,,,,,1,,,,,6,3,3,,
59059,Beaumont-en-Cambrésis,348,149,199,6,4,189,7,18,7,104,6,14,9,1,4,1,5,8,3,,,2,,,,,,,,,,,,,,,,,,,
59542,Saint-Remy-Chaussée,376,184,192,3,3,186,6,21,9,106,4,9,5,2,4,1,5,6,,2,2,2,,,2,,,,,,,,,,,,,,,,
59545,Saint-Souplet,920,438,482,14,4,464,17,49,26,288,9,16,18,1,4,3,14,11,7,,,1,,,,,,,,,,,,,,,,,,,
59072,Bersillies,182,80,102,0,1,101,7,16,12,45,3,3,3,3,1,,4,3,,,,,,,,,,,,,,,,,,,,,1,,
59635,Wambaix,297,110,187,5,3,179,2,19,15,77,3,16,17,1,10,1,6,8,,,1,2,,,,,,,,,,,,,,,,,1,,
59636,Wambrechies,8595,3973,4622,47,33,4542,261,979,523,1188,261,495,285,28,114,120,76,76,44,5,15,15,41,2,3,,2,,,1,,,,,,,1,2,5,,
59661,Willies,111,51,60,0,1,59,2,11,10,15,3,2,2,2,4,1,,3,,1,,1,,,2,,,,,,,,,,,,,,,,
59296,Hecq,309,140,169,4,2,163,10,11,15,78,7,11,10,2,4,2,6,5,,1,,1,,,,,,,,,,,,,,,,,,,
59325,Jolimetz,714,282,432,7,6,419,12,69,57,135,15,33,28,3,7,9,19,19,4,2,2,1,1,,1,,,,,,,,,,,,,1,1,,
59383,Marly,8122,4370,3752,39,51,3662,507,432,245,1503,118,171,170,21,102,34,34,232,28,4,4,17,20,,4,,1,,,5,1,2,,,1,,3,2,1,,
59432,Niergnies,424,170,254,5,4,245,6,44,17,101,,31,24,1,6,6,1,4,,1,1,1,1,,,,,,,,,,,,,,,,,,
59557,Saultain,1765,813,952,15,19,918,55,142,73,405,25,52,42,7,35,13,8,44,5,2,1,6,2,,,,1,,,,,,,,,,,,,,
59655,Wemaers-Cappel,161,55,106,0,4,102,2,11,6,44,,10,11,,5,6,4,1,,,,,2,,,,,,,,,,,,,,,,,,
59054,Bavinchove,816,422,394,14,7,373,7,60,31,175,12,28,14,4,10,6,10,5,,1,2,3,1,,,,,,,,,,,,,,,2,2,,
59461,Petit-Fayt,224,80,144,3,3,138,3,13,2,74,9,10,14,,,1,3,2,2,,,2,1,,2,,,,,,,,,,,,,,,,
59005,Allennes-les-Marais,2989,1408,1581,22,10,1549,69,208,198,629,93,102,49,8,46,23,20,61,9,4,5,6,15,,1,,,,,,,,,,,,1,,2,,
59021,Assevent,1227,549,678,11,6,661,41,64,49,384,9,27,23,4,21,4,5,15,8,,1,4,1,,1,,,,,,,,,,,,,,,,
59032,Aulnoy-lez-Valenciennes,4577,2353,2224,22,32,2170,220,198,290,985,60,63,74,9,60,17,24,126,8,,3,19,7,,2,,,,,,,,,,,,2,3,,,
59052,Bauvin,4187,2018,2169,36,34,2099,142,213,188,1066,71,70,74,20,61,39,25,65,14,3,2,21,11,,5,,3,,,,,1,,,,,,1,3,,1
59079,Beuvrages,4581,2434,2147,21,18,2108,344,173,86,980,20,50,78,15,67,20,22,211,10,1,,14,10,1,2,,1,,,,,2,,,,,,,1,,
59082,Bierne,1478,607,871,10,10,851,41,128,81,361,23,30,59,4,32,12,39,19,13,2,,4,,,1,,,,,,,,,,,,1,,1,,
59106,Bouvines,642,211,431,0,6,425,29,107,75,83,33,36,15,4,8,17,5,6,3,,2,1,,,1,,,,,,,,,,,,,,,,
59111,Broxeele,318,150,168,3,0,165,4,17,11,82,1,6,7,3,6,,19,2,1,1,2,2,1,,,,,,,,,,,,,,,,,,
59115,Brunémont,516,231,285,5,6,274,7,18,20,156,4,12,15,2,11,1,4,18,6,,,,,,,,,,,,,,,,,,,,,,
59123,Camphin-en-Carembault,1346,515,831,14,16,801,32,129,80,281,66,68,29,2,30,14,22,30,4,1,1,5,6,,,,,,,1,,,,,,,,,,,
59128,Capinghem,1807,712,1095,14,15,1066,88,191,130,278,75,125,49,4,38,21,18,23,7,2,3,3,4,,3,,,,,,,,,,1,,1,,2,,
59131,Cappelle-la-Grande,6270,3191,3079,64,41,2974,163,253,317,1541,43,85,134,13,95,44,84,108,27,8,4,33,10,,4,,,1,,1,,1,,,,,4,1,,,
59133,Carnin,842,290,552,13,6,533,21,74,63,192,37,33,16,5,16,11,8,12,3,3,5,4,2,,1,,,,,,8,19,,,,,,,,,
59144,Château-l'Abbaye,701,289,412,3,5,404,11,47,19,164,15,29,19,1,12,6,15,55,2,1,,2,4,,1,,,,,,,,,,,,,1,,,
59146,Chéreng,2534,867,1667,10,33,1624,101,345,212,396,129,181,71,10,30,39,28,44,10,4,2,4,11,,1,,1,,,,,1,,,,,2,2,,,
59180,Le Doulieu,1114,402,712,22,17,673,42,101,63,257,39,55,49,3,13,5,19,9,5,1,2,2,6,,,,,,,,,,,,,,2,,,,
59185,Écaillon,1438,752,686,10,4,672,46,53,42,380,14,21,31,4,16,8,9,30,5,1,,8,3,,1,,,,,,,,,,,,,,,,
59188,Écuélin,109,38,71,0,5,66,3,4,1,42,3,1,5,,2,,,4,,,,1,,,,,,,,,,,,,,,,,,,
59193,Emmerin,2475,1102,1373,14,19,1340,101,231,182,396,82,101,50,15,45,26,23,41,14,4,3,10,6,,1,2,2,,,1,,2,,,,,1,,1,,
59214,Estrées,869,341,528,9,7,512,18,76,46,232,26,27,19,2,22,3,14,10,8,1,1,5,2,,,,,,,,,,,,,,,,,,
59215,Estreux,769,292,477,7,6,464,15,79,41,164,18,50,36,4,19,4,7,16,1,2,3,1,1,,1,,,,,,,,,,,,1,1,,,
59224,Féchain,1267,597,670,13,12,645,15,69,39,374,15,22,29,3,12,2,28,31,,,1,1,1,,2,,,,,,,,,,,,1,,,,
59228,Férin,1141,458,683,9,5,669,10,101,50,335,25,24,37,5,15,10,13,20,14,1,1,3,4,,,,,,,1,,,,,,,,,,,
59232,La Flamengrie,330,100,230,0,0,230,5,32,11,109,14,13,8,1,11,2,8,6,1,,1,3,2,,1,,,,,,,1,,,,,,,1,,
59243,Fontaine-au-Pire,759,319,440,12,2,426,11,35,30,240,,20,32,3,11,5,10,19,3,,,4,1,,,,1,,,,,,,,,,1,,,,
59277,Gussignies,230,112,118,1,2,115,7,24,19,37,3,3,4,1,1,2,5,3,,,,2,2,,,,,,,,,1,,,,,,,1,,
59281,Hantay,917,359,558,12,3,543,27,76,59,224,26,34,21,3,15,17,8,17,6,1,3,1,3,,,,,,,,,1,,,,,1,,,,
59283,Hargnies,428,183,245,0,6,239,8,28,11,129,3,23,9,1,9,5,7,3,1,,,,1,,,,,,,,,,,,,,,1,,,
59223,Le Favril,373,180,193,2,4,187,14,21,8,95,3,6,6,5,6,6,9,5,1,,,1,,,1,,,,,,,,,,,,,,,,
59294,Haynecourt,260,116,144,3,3,138,2,16,15,51,3,22,6,2,1,1,8,7,2,1,,1,,,,,,,,,,,,,,,,,,,
59311,Honnechy,389,185,204,3,4,197,8,6,4,130,3,11,15,2,4,1,3,4,2,,,3,,,1,,,,,,,,,,,,,,,,
59313,Hordain,1133,455,678,6,6,666,26,52,29,350,6,35,38,2,26,5,15,71,6,,,1,2,,,,,,,,,1,,,,,,1,,,
59264,Gognies-Chaussée,595,340,255,4,1,250,16,29,21,117,2,20,7,2,8,8,4,9,2,,2,1,2,,,,,,,,,,,,,,,,,,
59265,Gommegnies,1791,887,904,4,15,885,44,124,109,372,40,62,35,7,24,13,11,18,11,,3,4,3,,,1,,,,,,2,,,1,,,,1,,
59315,Houdain-lez-Bavay,681,335,346,10,6,330,15,37,19,149,11,27,17,6,6,6,11,10,7,2,1,6,,,,,,,,,,,,,,,,,,,
59346,Lezennes,2543,1052,1491,18,22,1451,194,153,289,321,160,65,54,10,48,21,9,84,9,8,3,9,5,,5,,,,,,,,,,,,1,,1,,
59422,Naves,523,235,288,6,1,281,12,29,19,132,10,20,19,,3,2,13,13,2,,1,3,1,,,,,,,,,,,,,,2,,,,
59427,La Neuville,547,201,346,0,2,344,15,83,29,117,14,26,21,1,15,6,10,3,1,,2,1,,,,,,,,,,,,,,,,,,,
59429,Neuville-sur-Escaut,1828,840,988,16,14,958,46,52,35,512,12,24,47,7,16,5,3,181,6,,,8,,1,2,,,,,,,,,,,,,,,,
59443,Ochtezeele,272,102,170,7,5,158,2,14,19,87,2,12,6,2,2,,5,3,2,,,1,,,,,,,,,,,,,,,1,,,,
59473,Preux-au-Sart,244,113,131,0,3,128,2,19,10,50,3,17,3,2,4,5,3,4,3,,1,1,,,,,,,,,,,,,1,,,,,,
59499,Rexpoëde,1486,688,798,18,13,767,39,116,47,359,20,41,34,3,15,16,47,14,4,,2,6,2,,,,,,,,,,,,,,,1,1,,
59504,Rœulx,2682,1276,1406,17,27,1362,92,70,59,744,19,43,50,6,27,11,11,190,8,2,3,12,7,,1,,3,,,,,,,,,,1,,3,,
59522,Sailly-lez-Lannoy,1608,573,1035,10,12,1013,45,279,119,211,85,132,47,7,18,21,9,16,3,3,2,4,6,,,1,,,,,,3,,1,,,1,,,,
59530,Saint-Aybert,235,103,132,1,1,130,4,13,7,74,2,12,11,,3,1,1,,,,1,,,,,,,,,,,,,,,,,1,,,
59538,Saint-Momelin,309,129,180,2,5,173,8,13,26,69,3,13,8,2,2,3,16,4,3,,,1,,,1,,,,,,,,,,,,,,,,
59543,Saint-Remy-du-Nord,832,385,447,3,5,439,17,56,14,268,3,17,23,2,8,3,11,8,2,1,,3,1,,,,,,,,,,,,,,1,,1,,
59564,La Sentinelle,2116,1152,964,11,8,945,77,76,91,515,15,23,22,6,21,14,7,51,12,5,,6,1,,1,,1,,,,,1,,,,,,,,,
59566,Sequedin,3142,1468,1674,23,27,1624,101,304,164,605,71,114,69,14,56,31,10,35,14,8,5,5,13,,,,,,,,,1,,,,,2,2,,,
59576,Spycker,1426,612,814,16,11,787,33,89,61,404,16,39,46,2,31,8,24,15,2,3,,9,3,,,,,,,,,,,,,,,1,1,,
59579,Steene,1100,497,603,4,2,597,23,87,35,296,10,33,31,2,23,14,18,11,3,1,1,3,2,,,,,,,,,2,,,,,1,,1,,
59590,Thiennes,636,261,375,9,7,359,13,44,29,170,11,20,15,3,14,1,21,9,4,,1,2,1,,1,,,,,,,,,,,,,,,,
59009,Villeneuve-d'Ascq,40410,19250,21160,168,177,20815,4616,3193,3327,3705,1694,1298,759,159,382,325,155,482,166,47,66,119,114,14,56,5,8,9,4,2,1,54,4,,1,,14,5,22,,3
59597,Tilloy-lez-Cambrai,559,206,353,7,7,339,13,64,20,154,9,26,17,2,10,,5,5,2,,1,3,,,,,1,,,,,,,,,,1,2,,,4
59600,Tourmignies,712,229,483,8,3,472,19,73,64,152,22,54,26,2,14,13,12,9,2,2,1,1,2,,2,,,,,,,,,,,,1,,1,,
59617,Vieux-Mesnil,449,178,271,6,2,263,10,35,13,140,3,19,13,10,6,2,3,4,1,,,2,,,,,,,,,,,,,,,1,1,,,
59624,Villers-Outréaux,1526,750,776,18,7,751,25,102,37,389,9,65,46,7,23,7,20,6,2,,1,8,1,,,,,,,,,,,,,,3,,,,
59638,Wannehain,1016,390,626,10,1,615,32,109,83,216,31,47,26,6,18,11,7,12,5,1,1,2,6,,1,,,,,,,,,,,,1,,,,
59640,Wargnies-le-Petit,607,227,380,6,4,370,13,49,23,201,9,15,17,1,2,2,13,16,2,2,2,,3,,,,,,,,,,,,,,,,,,
59657,West-Cappel,487,191,296,4,11,281,4,45,15,130,16,15,22,5,4,3,11,5,1,,1,2,1,,,,,,,,,,,,1,,,,,,
59663,Wormhout,4380,1842,2538,48,57,2433,84,369,206,998,71,192,154,17,64,26,111,72,30,1,3,19,7,,2,,,1,,,,1,,,1,,1,2,1,,
59665,Wylder,219,87,132,0,2,130,6,8,3,61,7,5,19,1,6,1,8,,3,1,,,1,,,,,,,,,,,,,,,,,,
59667,Zermezeele,188,68,120,6,5,109,3,14,7,42,3,8,9,,7,2,9,1,,,,2,1,,,,1,,,,,,,,,,,,,,
59599,Tourcoing,65418,40402,25016,266,240,24510,6220,2886,2188,7455,1029,1133,948,229,663,329,198,436,220,47,58,139,148,2,62,11,11,,,6,,9,3,3,1,,20,12,35,1,7
59416,Morbecque,2126,942,1184,13,20,1151,47,193,114,431,55,78,57,9,33,15,36,34,15,2,6,12,10,3,,,1,,,,,,,,,,,,,,
59666,Zegerscappel,1149,497,652,16,16,620,21,78,46,286,14,68,34,4,10,11,27,12,5,,,3,1,,,,,,,,,,,,,,,,,,
59284,Hasnon,3049,1403,1646,15,21,1610,81,156,133,706,74,63,63,6,35,23,43,199,11,5,,9,,,,,2,,,,,1,,,,,,,,,
59629,Vred,1015,405,610,12,9,589,35,72,61,276,16,24,27,4,15,6,9,22,1,1,3,7,8,,1,,,,,,,,,,,,1,,,,
59023,Aubencheul-au-Bac,394,165,229,3,7,219,5,35,18,119,6,8,6,2,4,3,4,4,,1,,,3,,,,,,,,,,,,,,1,,,,
59110,Brouckerque,1179,516,663,13,10,640,34,85,41,289,12,40,34,6,14,7,52,11,4,1,3,3,2,,,,,,,,,,,,,,,1,1,,
59145,Chemy,636,247,389,5,3,381,16,54,48,135,20,39,18,2,11,9,19,3,1,2,1,1,1,,1,,,,,,,,,,,,,,,,
59187,Éclaibes,240,102,138,3,2,133,1,20,6,62,7,13,7,1,5,1,3,6,,,,1,,,,,,,,,,,,,,,,,,,
59231,Ferrière-la-Petite,762,337,425,5,6,414,22,45,45,201,8,23,16,1,17,3,14,10,4,,,3,1,,,,,,,,,,,,,,,,1,,
59290,Haut-Lieu,293,136,157,0,4,153,8,22,11,69,4,11,15,,2,3,1,6,,,,1,,,,,,,,,,,,,,,,,,,
59328,Lambersart,20357,8652,11705,92,79,11534,1068,2565,2075,1825,1093,1167,523,85,242,243,73,228,59,36,64,38,62,5,17,3,1,,1,,3,26,,3,1,,6,7,13,,2
59348,Lieu-Saint-Amand,1159,467,692,9,7,676,15,48,23,372,9,35,22,6,18,2,9,99,2,3,3,6,3,,1,,,,,,,,,,,,,,,,
59412,Montay,215,82,133,4,9,120,1,14,10,75,1,3,3,1,,,3,6,1,,,2,,,,,,,,,,,,,,,,,,,
59441,Obies,543,262,281,5,1,275,8,51,27,111,15,18,7,3,9,5,13,4,3,,,,,,,,,,,,,1,,,,,,,,,
59547,Saint-Vaast-en-Cambrésis,645,296,349,3,5,341,9,28,16,209,5,13,15,7,13,2,3,18,1,,,2,,,,,,,,,,,,,,,,,,,
59583,Taisnières-en-Thiérache,371,158,213,7,8,198,2,21,17,112,7,10,4,1,2,,11,7,1,,2,,1,,,,,,,,,,,,,,,,,,
59654,Waziers,5084,2892,2192,27,28,2137,551,120,96,904,39,39,64,12,44,26,23,131,30,3,2,16,3,,14,5,1,,,1,,,,,,,9,,4,,
59022,Attiches,1903,798,1105,26,7,1072,43,205,133,402,55,57,51,9,31,12,19,28,5,,3,5,9,,1,,,,,,,1,,,,,1,1,1,,
